wallet,x_token_mint,x_token_symbol,x_token_name,source_class,creation_timestamp_utc,ath_market_cap_usd_global_unverified_post_buy,minimum_actual_buy_market_cap_usd,eligible_lots_matched_cost_usd,eligible_lots_matched_sale_income_usd,eligible_lots_realized_profit_usd,eligible_lots_aggregate_realized_multiple,max_realized_lot_multiple,api_status,strict_clean_pass_original,provisional_x_v2_pass,requires_post_buy_ath_verification,requires_historical_supply_validation,requires_final_signature_evidence
EuJp5632VT6mnXYo2wBwExqbyB4pVGtg6PaQkqgmMW5y,DpxKNEi3XVeRByaGqYKvz2w6E2PhPgBAqdayLcQEpump,SOS,Strategic Oil Supply,intersection,2026-03-10 06:02:48+00:00,12910305.5850157,8341.426076354064,72.29559917609114,2237.765076035949,2165.469476859858,30.95299162796066,99.80219819856308,ok,True,True,True,True,True
44vty7sMdkPLc9Jxiez2wrdTTBVm1g44KpYa1dEU6Sgq,4xyyYHkzbhpqkR6scme8soyybBtBYDPg2N6yN5cfpump,Guardians,"Eyes Up, Guardians",intersection,2026-06-25 21:31:47+00:00,11386289.0037968,46578.29022242491,19.527382149722545,1986.6178128361264,1967.090430686404,101.73497899534648,101.73497899534648,ok,True,True,True,True,True
DLJXhzvtwn1eKYgR8tauZ3GzH7pu8J8cDAVs4BoNpESx,C7V47ci5u2Ak3VYb62a1obLTY74BLFxLB7d2NLKRpump,AI,Artificial Intelligence,intersection,2026-02-07 03:17:15+00:00,108915573.150144,10418.322225773309,43.71640991043793,1622.420432806419,1578.704022895981,37.11238951529372,37.112389515293714,ok,True,True,True,True,True
9oUHuhjYrt1VZVjNQb7mpNE7aSabACZSkLEXWWZP4KRT,Y47Svo5kZJxdEgTvCwM2LDv8twbQHTKtfLr3CJyLFy9,FrameMog,Frame Mogged,intersection,2026-02-07 06:03:49+00:00,197835596.87202,3283.571524734404,59.02424023159136,1598.9437650179575,1539.9195247863663,27.08961197542294,36.485204026661165,ok,True,True,True,True,True
FwFYseRdCre41GNJDQFvyvypzWFKq5P9TfwxBoNRr1eD,DpxKNEi3XVeRByaGqYKvz2w6E2PhPgBAqdayLcQEpump,SOS,Strategic Oil Supply,intersection,2026-03-10 06:02:48+00:00,12910305.5850157,4191.210487973942,21.05181469280725,947.0645551740276,926.0127404812202,44.9873119725688,58.87022277298793,ok,True,True,True,True,True
GJFcrvtxJXr7esGAFDFWSMLsnt4eFFhWQhe7KvXVPCbJ,42cXQvAAr7hcPBPWAS4ocVtDyeJ4Fa6gRR2uG4gppump,TBB,The Bitcoin Bull,moralis_only,2026-06-30 00:06:31+00:00,15262202.088814,31028.743585089906,22.79268052342864,775.6619559278229,752.8692754043942,34.03118624553697,40.19846626065595,ok,True,True,True,True,True
D9w1Gig2eZhKbgv4teC5kVHPcsekidy6MKcsYQKjoVqv,9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump,ANSEM,The Black Bull,intersection,2026-06-16 21:05:48+00:00,449256635.105846,46040.62603253999,1.8776887413213523,537.3534485571054,535.475759815784,286.1781277864846,1560.7382677990863,ok,True,True,True,True,True
9qFLRBy8SfFBfJitm7iE2Hf7J1x48sppdKivv5Gubro4,AzTfanTxWofndzi653Q75VS7B5vvgLfeJXUBo9Qzpump,GoyNigga,GoyNigga,intersection,2026-02-11 05:15:22+00:00,17076198.1463926,2134.166486246631,0.1926285674309651,179.81576389415437,179.6231353267234,933.4844062451816,933.4844062451816,ok,True,True,True,True,True
5Go5Qbh3oir6oPrE4WLxFnp3j3d2h71YMVLhBk7YpExA,DwfK8oRjfQvnPt4MRmU9hepbZjRgcqdVErqYTuh7pump,Trump3,Trump3,intersection,2026-02-16 21:54:29+00:00,15421302.9640202,34172.63645491498,0.8732697892774407,24.161249821739403,23.287980032461963,27.667566333344546,27.667566333344546,ok,True,True,True,True,True
B5UYetbYJeU1mxJMTsUGrFgLzfSbZuhd4VCwcMDC7cbZ,Cmig6zQxBxiCqSU6Yp8ATYYQkhTm9cTru2qE3qkppump,APE,Stupid Monkey,intersection,2026-03-16 06:32:11+00:00,25195881.8804357,54.76095533566821,0.0819479093809174,5.752049220260819,5.670101310879901,70.1915309824884,70.1915309824884,ok,True,True,True,True,True
99j6HWTKqEigSbRpe1uJ1g3EVpRZJNnB7wbKsjhfPz8g,A2LprEwUDVLQX3xVQqFAMwbzf7ZQdx9wJMJvkQBPpump,NYAN,Nyan Cat,intersection,2026-05-20 16:59:03+00:00,28490575.3090208,3765.160502073392,0.0025996641216869,0.765410640568634,0.762810976446947,294.4267431255464,294.4267431255464,ok,True,True,True,True,True
